Date	Plot	Plant	Water	Nitrogen	Length	Output_1	Output_2	Output_3	Output_4
10/02/2010	G21RRN	G	R	N	179	1.03	1.1	1.07	1.13
10/02/2010	G22LXX	G	X	X	186	1.08	1.14	1.18	1.1
10/02/2010	G22RXN	G	X	N	186	1.14	1.14	1.23	1.17
10/02/2010	G23LAX	G	A	X	181	1.11	1.15	1.19	1.1
10/02/2010	G23RAN	G	A	N	181	1.14	1.16	1.09	1.19
10/02/2010	G24LAN	G	A	N	174	1.11	1.08	1.01	1.04
10/02/2010	G24RAX	G	A	X	174	1.07	1.08	1.05	0.99
19/02/2010	G01LXN	G	X	N	178	1.06	1.06	0.97	1.04
19/02/2010	G01RXX	G	X	X	178	1.04	1	0.99	0.99
19/02/2010	G02LAX	G	A	N	179	1.07	1.02	1.03	0.96
19/02/2010	G02RAN	G	A	X	179	1.05	1.07	1.06	1.08
19/02/2010	G03LRX	G	R	X	182	1.04	0.98	1	1.08
19/02/2010	G03RRN	G	R	N	182	1.01	1.05	1.06	1.03
19/02/2010	G04LXX	G	X	X	182	1.06	1.05	1.05	1.05
19/02/2010	G04RXN	G	X	N	182	0.98	1.03	0.99	1.04
19/02/2010	G05LRN	G	R	N	179	0.98	1.01	1.01	1.02
19/02/2010	G05RRX	G	R	X	179	1.03	0.95	1.04	1.02
19/02/2010	G06LAN	G	A	N	179	0.95	0.96	0.98	0.95
19/02/2010	G06RAX	G	A	X	179	1.01	0.99	1.04	0.98
19/02/2010	G07LRX	G	R	X	179	1.01	1.05	1.05	1.06
19/02/2010	G07RRN	G	R	N	179	1.03	1.07	1	1.06
19/02/2010	G08LXX	G	X	X	188	1.09	0.94	1.09	0.93
19/02/2010	G08RXN	G	X	N	188	1	1.05	0.98	0.97
19/02/2010	G09LAX	G	A	X	179	1.04	1.06	0.99	1.01
19/02/2010	G09RAN	G	A	N	179	1.04	1.08	1.03	1
19/02/2010	G10LAX	G	A	X	179	1.02	1.05	0.97	0.98
19/02/2010	G10RAN	G	A	N	179	1.03	0.91	0.98	1.03
19/02/2010	G11LRN	G	R	N	178	0.98	0.98	1.1	1
19/02/2010	G11RRX	G	R	X	178	1.03	1.01	1.01	1.01
19/02/2010	G12LXN	G	X	N	178	1.03	1.06	1.03	1.07
19/02/2010	G12RXX	G	X	X	178	1.01	1.01	1.02	1.07
19/02/2010	G13LAX	G	A	X	178	1.02	0.98	1.01	1
19/02/2010	G13RAN	G	A	N	178	0.92	0.99	0.97	0.98
19/02/2010	G14LRN	G	R	N	179	0.94	0.96	0.97	1.03
19/02/2010	G14RRX	G	R	X	179	0.96	0.96	1.03	1.02
19/02/2010	G15LRN	G	R	N	178	0.96	0.93	1.05	1.03
19/02/2010	G15RRX	G	R	X	178	0.98	1.06	0.97	0.94
19/02/2010	G16LXN	G	X	N	174	1.03	1.02	0.96	0.98
19/02/2010	G16RXX	G	X	X	174	0.96	1	0.99	1.05
19/02/2010	G17LAN	G	A	N	179	0.93	0.94	0.98	1.05
19/02/2010	G17RAX	G	A	X	179	1	0.96	1	0.98
19/02/2010	G18LXN	G	X	N	179	0.96	0.94	0.95	1.01
19/02/2010	G18RXX	G	X	X	179	0.97	1	1.02	1.01
19/02/2010	G19LXX	G	X	X	179	1.01	0.96	1.02	0.96
19/02/2010	G19RXN	G	X	N	179	0.96	0.94	1.06	0.93
19/02/2010	G20LRX	G	R	X	179	0.99	0.9	1	0.98
19/02/2010	G20RRN	G	R	N	179	0.97	1.06	1.04	1.04
19/02/2010	G21LRX	G	R	X	179	0.99	1.02	1.05	1.05
19/02/2010	G21RRN	G	R	N	179	0.96	1.02	0.99	0.98
19/02/2010	G22LXX	G	X	X	186	1.01	1.05	1.08	0.99
19/02/2010	G22RXN	G	X	N	186	1.07	0.97	1.16	1.09
19/02/2010	G23LAX	G	A	X	181	0.96	1.04	1.11	0.99
19/02/2010	G23RAN	G	A	N	181	1.08	1.08	1.02	1.07
19/02/2010	G24LAN	G	A	N	174	1.05	1.01	0.91	0.94
19/02/2010	G24RAX	G	A	X	174	1	0.98	0.98	0.9
2/03/2010	G01LXN	G	X	N	178	1.06	1.09	1.04	1.05
2/03/2010	G01RXX	G	X	X	178	1.06	1.03	1.02	1.02
2/03/2010	G02LAX	G	A	N	179	1.08	1.03	1.03	0.97
2/03/2010	G02RAN	G	A	X	179	1.05	1.08	1.06	1.08
2/03/2010	G03LRX	G	R	X	182	1	0.95	1.01	1.08
2/03/2010	G03RRN	G	R	N	182	1.01	1.05	1.06	1.03
2/03/2010	G04LXX	G	X	X	182	0.98	1.04	1	1.04
2/03/2010	G04RXN	G	X	N	182	1.07	1.05	1.06	1.04
2/03/2010	G05LRN	G	R	N	179	1.02	1.02	1.04	1.04
2/03/2010	G05RRX	G	R	X	179	1.04	0.96	1.06	1.03
2/03/2010	G06LAN	G	A	N	179	0.98	0.99	1.01	0.97
2/03/2010	G06RAX	G	A	X	179	1.02	1.01	1.05	1
2/03/2010	G07LRX	G	R	X	179	1.03	1.07	1.06	1.07
2/03/2010	G07RRN	G	R	N	179	1.05	1.09	1.03	1.06
2/03/2010	G08LXX	G	X	X	188	1.05	1.05	0.99	0.99
2/03/2010	G08RXN	G	X	N	188	1.09	1.07	1.09	0.94
2/03/2010	G09LAX	G	A	X	179	1.04	1.07	1.01	1.01
2/03/2010	G09RAN	G	A	N	179	1.05	1.09	1.04	1.02
2/03/2010	G10LAX	G	A	X	179	1.03	1.06	0.97	1.01
2/03/2010	G10RAN	G	A	N	179	1.05	0.92	1	1.03
2/03/2010	G11LRN	G	R	N	178	0.97	1.02	1.07	1
2/03/2010	G11RRX	G	R	X	178	1.03	1.02	1.02	1.03
2/03/2010	G12LXN	G	X	N	178	1.04	1.02	1.04	1.07
2/03/2010	G12RXX	G	X	X	178	1.01	1	1.03	1.08
2/03/2010	G13LAX	G	A	X	178	1.03	1.01	1.03	1.02
2/03/2010	G13RAN	G	A	N	178	0.96	1.01	1	1.01
2/03/2010	G14LRN	G	R	N	179	0.96	0.97	0.98	1.03
2/03/2010	G14RRX	G	R	X	179	0.98	0.98	1.04	1.03
2/03/2010	G15LRN	G	R	N	178	0.98	0.97	1.03	1.03
2/03/2010	G15RRX	G	R	X	178	1.02	1.1	1	1
2/03/2010	G16LXN	G	X	N	174	1.04	1.06	0.99	1.02
2/03/2010	G16RXX	G	X	X	174	0.98	1.03	1.02	1.07
2/03/2010	G17LAN	G	A	N	179	0.97	0.95	1.01	1.08
2/03/2010	G17RAX	G	A	X	179	1.01	0.99	1.02	0.99
2/03/2010	G18LXN	G	X	N	179	1	0.94	0.99	1.02
2/03/2010	G18RXX	G	X	X	179	0.98	1.02	1.03	1.02
2/03/2010	G19LXX	G	X	X	179	1.02	0.99	1.03	0.98
2/03/2010	G19RXN	G	X	N	179	1.02	0.94	1.08	0.96
2/03/2010	G20LRX	G	R	X	179	1.05	0.96	1.02	1
2/03/2010	G20RRN	G	R	N	179	1.01	1.08	1.04	1.05
2/03/2010	G21LRX	G	R	X	179	1	1.04	1.08	1.07
2/03/2010	G21RRN	G	R	N	179	0.98	1.04	0.97	1.06
2/03/2010	G22LXX	G	X	X	186	1.02	1.09	1.13	1.04
2/03/2010	G22RXN	G	X	N	186	1.09	1.08	1.18	1.12
2/03/2010	G23LAX	G	A	X	181	1.03	1.09	1.14	1.03
2/03/2010	G23RAN	G	A	N	181	1.08	1.1	1.04	1.13
2/03/2010	G24LAN	G	A	N	174	1.05	1.02	0.95	0.97
2/03/2010	G24RAX	G	A	X	174	1.01	1.01	1	0.93
10/03/2010	G01LXN	G	X	N	178	1.1	1.12	1.09	1.03
10/03/2010	G01RXX	G	X	X	178	1.09	1.07	1.06	1.06
10/03/2010	G02LAX	G	A	N	179	1.1	1.125	1.11	1.12
10/03/2010	G02RAN	G	A	X	179	1.12	1.07	1.08	1.01
10/03/2010	G03LRX	G	R	X	182	1.05	1.07	1.09	1.07
10/03/2010	G03RRN	G	R	N	182	1.04	0.97	1.04	1.12
10/03/2010	G04LXX	G	X	X	182	1.1	1.09	1.1	1.07
10/03/2010	G04RXN	G	X	N	182	1	1.08	1.05	1.08
10/03/2010	G05LRN	G	R	N	179	1.07	1.05	1.06	1.1
10/03/2010	G05RRX	G	R	X	179	1.08	0.93	1.09	1.07
10/03/2010	G06LAN	G	A	N	179	1.03	1.04	1.05	1.02
10/03/2010	G06RAX	G	A	X	179	1.07	1.06	1.09	1.05
10/03/2010	G07LRX	G	R	X	179	1.05	1.09	1.1	1.09
10/03/2010	G07RRN	G	R	N	179	1.07	1.11	1.04	1.09
10/03/2010	G08LXX	G	X	X	188	1.13	1.11	1.12	0.96
10/03/2010	G08RXN	G	X	N	188	1.09	1.08	1.02	1.03
10/03/2010	G09LAX	G	A	X	179	1.08	1.1	1.05	1.05
10/03/2010	G09RAN	G	A	N	179	1.09	1.12	1.08	1.07
10/03/2010	G10LAX	G	A	X	179	1.06	1.09	1.01	1.04
10/03/2010	G10RAN	G	A	N	179	1.07	1.05	1.05	1.04
10/03/2010	G11LRN	G	R	N	178	1	1.03	1.1	1.03
10/03/2010	G11RRX	G	R	X	178	1.09	0.96	1.04	1.07
10/03/2010	G12LXN	G	X	N	178	1.07	1.11	1.08	1.1
10/03/2010	G12RXX	G	X	X	178	1.04	1.04	1.06	1.11
10/03/2010	G13LAX	G	A	X	178	1.07	1.04	1.06	1.06
10/03/2010	G13RAN	G	A	N	178	0.98	1.05	1.04	1.05
10/03/2010	G14LRN	G	R	N	179	0.98	0.99	1.01	1.05
10/03/2010	G14RRX	G	R	X	179	1	1	1.06	1.06
10/03/2010	G15LRN	G	R	N	178	0.99	0.97	1.03	1.02
10/03/2010	G15RRX	G	R	X	178	1.03	1.11	1.02	1.01
10/03/2010	G16LXN	G	X	N	174	1.08	1.1	1.03	1.05
10/03/2010	G16RXX	G	X	X	174	1.01	1.06	1.05	1.07
10/03/2010	G17LAN	G	A	N	179	1	0.99	1.05	1.12
10/03/2010	G17RAX	G	A	X	179	1.05	1.03	1.05	1.03
10/03/2010	G18LXN	G	X	N	179	1.02	1.06	1.06	1.06
10/03/2010	G18RXX	G	X	X	179	1.03	0.96	1.02	1.06
10/03/2010	G19LXX	G	X	X	179	1.06	0.98	1.07	1.01
10/03/2010	G19RXN	G	X	N	179	1.06	0.98	1.07	1.01
10/03/2010	G20LRX	G	R	X	179	1.04	0.97	0.98	1.01
10/03/2010	G20RRN	G	R	N	179	1.01	1.09	1.06	1.06
10/03/2010	G21LRX	G	R	X	179	1.03	1.05	1.09	1.09
10/03/2010	G21RRN	G	R	N	179	0.99	1.06	1	1.06
10/03/2010	G22LXX	G	X	X	186	1.06	1.12	1.16	1.07
10/03/2010	G22RXN	G	X	N	186	1.12	1.11	1.21	1.14
10/03/2010	G23LAX	G	A	X	181	1.07	1.12	1.17	1.07
10/03/2010	G23RAN	G	A	N	181	1.13	1.14	1.08	1.17
10/03/2010	G24LAN	G	A	N	174	1.08	1.06	0.98	0.96
10/03/2010	G24RAX	G	A	X	174	1.05	1.05	1.04	0.97
24/03/2010	G01LXN	G	X	N	178	0.96	0.94	0.93	0.95
24/03/2010	G01RXX	G	X	X	178	0.95	0.93	0.94	0.92
24/03/2010	G02LAX	G	A	N	179	1.08	0.98	1.02	0.96
24/03/2010	G02RAN	G	A	X	179	1.03	1.02	1.02	1.03
24/03/2010	G03LRX	G	R	X	182	0.94	0.89	0.95	1.02
24/03/2010	G03RRN	G	R	N	182	0.91	0.93	0.93	0.94
24/03/2010	G04LXX	G	X	X	182	1.01	0.99	0.99	0.97
24/03/2010	G04RXN	G	X	N	182	0.92	0.94	0.92	0.95
24/03/2010	G05LRN	G	R	N	179	0.95	0.94	0.97	0.98
24/03/2010	G05RRX	G	R	X	179	0.98	0.87	0.92	0.94
24/03/2010	G06LAN	G	A	N	179	0.94	0.96	0.95	0.94
24/03/2010	G06RAX	G	A	X	179	0.97	0.97	1.02	0.95
24/03/2010	G07LRX	G	R	X	179	0.94	0.97	1.01	1
24/03/2010	G07RRN	G	R	N	179	0.93	0.97	0.94	0.97
24/03/2010	G08LXX	G	X	X	188	1.03	0.97	1.05	0.89
24/03/2010	G08RXN	G	X	N	188	0.99	0.95	0.92	0.91
24/03/2010	G09LAX	G	A	X	179	1.01	1.02	0.97	0.97
24/03/2010	G09RAN	G	A	N	179	1	1.06	1	0.95
24/03/2010	G10LAX	G	A	X	179	1	1	0.95	0.94
24/03/2010	G10RAN	G	A	N	179	0.97	0.9	0.96	0.99
24/03/2010	G11LRN	G	R	N	178	0.93	0.92	0.98	0.9
24/03/2010	G11RRX	G	R	X	178	0.99	0.96	0.95	0.91
24/03/2010	G12LXN	G	X	N	178	0.9	0.93	0.93	0.94
24/03/2010	G12RXX	G	X	X	178	0.94	0.92	0.96	0.98
24/03/2010	G13LAX	G	A	X	178	0.98	0.98	1.01	0.99
24/03/2010	G13RAN	G	A	N	178	0.91	1	0.97	0.98
24/03/2010	G14LRN	G	R	N	179	0.88	0.88	0.89	0.93
24/03/2010	G14RRX	G	R	X	179	0.89	0.89	0.93	0.99
24/03/2010	G15LRN	G	R	N	178	0.89	0.86	0.92	0.89
24/03/2010	G15RRX	G	R	X	178	0.91	0.98	0.94	0.88
24/03/2010	G16LXN	G	X	N	174	0.97	0.95	0.9	0.9
24/03/2010	G16RXX	G	X	X	174	0.91	0.95	0.93	0.97
24/03/2010	G17LAN	G	A	N	179	0.93	0.95	0.95	1.05
24/03/2010	G17RAX	G	A	X	179	0.98	0.95	0.96	0.96
24/03/2010	G18LXN	G	X	N	179	0.9	0.9	0.89	0.93
24/03/2010	G18RXX	G	X	X	179	0.91	0.95	0.95	0.94
24/03/2010	G19LXX	G	X	X	179	0.96	0.9	0.94	0.9
24/03/2010	G19RXN	G	X	N	179	0.91	0.88	0.92	0.89
24/03/2010	G20LRX	G	R	X	179	0.93	0.88	0.91	0.91
24/03/2010	G20RRN	G	R	N	179	0.92	0.97	0.97	0.93
24/03/2010	G21LRX	G	R	X	179	0.93	0.95	0.99	0.94
24/03/2010	G21RRN	G	R	N	179	0.91	0.94	0.91	0.95
24/03/2010	G22LXX	G	X	X	186	0.96	0.98	1	0.93
24/03/2010	G22RXN	G	X	N	186	1.03	0.97	1.08	1.01
24/03/2010	G23LAX	G	A	X	181	1.01	1.01	1.03	0.99
24/03/2010	G23RAN	G	A	N	181	1.07	1.06	1.01	1.03
24/03/2010	G24LAN	G	A	N	174	1.303	0.98	0.91	0.93
24/03/2010	G24RAX	G	A	X	174	0.99	0.99	0.98	0.99
8/04/2010	G01LXN	G	X	N	178	0.87	0.88	0.85	
8/04/2010	G01RXX	G	X	X	178	0.87	0.86	0.86	0.84
8/04/2010	G02LAX	G	A	N	179	0.95	0.88	0.9	0.89
8/04/2010	G02RAN	G	A	X	179	0.91	0.9	0.87	0.93
8/04/2010	G03LRX	G	R	X	182	0.84	0.84	0.84	0.88
8/04/2010	G03RRN	G	R	N	182	0.84	0.86	0.85	0.85
8/04/2010	G04LXX	G	X	X	182	0.84	0.89	0.87	0.86
8/04/2010	G04RXN	G	X	N	182	0.84	0.85	0.84	0.86
8/04/2010	G05LRN	G	R	N	179	0.86	0.85	0.86	0.86
8/04/2010	G05RRX	G	R	X	179	0.86	0.83	0.85	0.84
8/04/2010	G06LAN	G	A	N	179	0.87	0.88	0.86	0.87
8/04/2010	G06RAX	G	A	X	179	0.88	0.9	0.82	0.87
8/04/2010	G07LRX	G	R	X	179	0.89	0.89	0.87	0.86
8/04/2010	G07RRN	G	R	N	179	0.86	0.88	0.84	0.88
8/04/2010	G08LXX	G	X	X	188	0.87	0.87	0.85	0.83
8/04/2010	G08RXN	G	X	N	188	0.88	0.87	0.84	0.83
8/04/2010	G09LAX	G	A	X	179	0.92	0.92	0.85	0.84
8/04/2010	G09RAN	G	A	N	179	0.88	0.94	0.9	0.87
8/04/2010	G10LAX	G	A	X	179	0.89	0.92	0.87	0.8
8/04/2010	G10RAN	G	A	N	179	0.89	0.85	0.86	0.92
8/04/2010	G11LRN	G	R	N	178	0.83	0.84	0.89	0.84
8/04/2010	G11RRX	G	R	X	178	0.84	0.83	0.85	0.85
8/04/2010	G12LXN	G	X	N	178	0.84	0.86	0.85	0.85
8/04/2010	G12RXX	G	X	X	178	0.85	0.85	0.85	0.87
8/04/2010	G13LAX	G	A	X	178	0.93	0.93	0.93	0.92
8/04/2010	G13RAN	G	A	N	178	0.86	0.95	0.92	0.91
8/04/2010	G14LRN	G	R	N	179	0.83	0.82	0.83	0.84
8/04/2010	G14RRX	G	R	X	179	0.82	0.83	0.85	0.87
8/04/2010	G15LRN	G	R	N	178	0.83	0.83	0.84	0.84
8/04/2010	G15RRX	G	R	X	178	0.85	0.89	0.86	0.84
8/04/2010	G16LXN	G	X	N	174	0.87	0.89	0.86	0.85
8/04/2010	G16RXX	G	X	X	174	0.85	0.87	0.87	0.9
8/04/2010	G17LAN	G	A	N	179	0.86	0.87	0.86	0.97
8/04/2010	G17RAX	G	A	X	179	0.89	0.89	0.88	0.87
8/04/2010	G18LXN	G	X	N	179	0.85	0.84	0.84	0.85
8/04/2010	G18RXX	G	X	X	179	0.84	0.85	0.85	0.86
8/04/2010	G19LXX	G	X	X	179	0.86	0.84	0.86	0.84
8/04/2010	G19RXN	G	X	N	179	0.86	0.83	0.88	0.83
8/04/2010	G20LRX	G	R	X	179	0.87	0.82	0.83	0.82
8/04/2010	G20RRN	G	R	N	179	0.85	0.88	0.87	0.86
8/04/2010	G21LRX	G	R	X	179	0.85	0.87	0.89	0.9
8/04/2010	G21RRN	G	R	N	179	0.83	0.85	0.84	0.86
8/04/2010	G22LXX	G	X	X	186	0.87	0.9	0.91	0.86
8/04/2010	G22RXN	G	X	N	186	0.92	0.9	0.96	0.94
8/04/2010	G23LAX	G	A	X	181	0.94	0.94	0.95	0.93
8/04/2010	G23RAN	G	A	N	181	1	0.97	0.96	0.97
8/04/2010	G24LAN	G	A	N	174	0.91	0.93	0.87	0.87
8/04/2010	G24RAX	G	A	X	174	0.92	0.93	0.92	0.85
21/04/2010	G01LXN	G	X	N	178	0.91	0.92	0.87	0.89
21/04/2010	G01RXX	G	X	X	178	0.91	0.91	0.89	0.87
21/04/2010	G02LAX	G	A	N	179	0.92	0.88	0.91	0.9
21/04/2010	G02RAN	G	A	X	179	0.91	0.9	0.87	0.93
21/04/2010	G03LRX	G	R	X	182	0.86	0.89	0.88	0.93
21/04/2010	G03RRN	G	R	N	182	0.85	0.88	0.87	0.86
21/04/2010	G04LXX	G	X	X	182	0.91	0.91	0.89	0.89
21/04/2010	G04RXN	G	X	N	182	0.85	0.87	0.87	0.88
21/04/2010	G05LRN	G	R	N	179	0.88	0.86	0.87	0.89
21/04/2010	G05RRX	G	R	X	179	0.92	0.86	0.86	0.86
21/04/2010	G06LAN	G	A	N	179	0.88	0.89	0.88	0.87
21/04/2010	G06RAX	G	A	X	179	0.88	0.91	0.82	0.88
21/04/2010	G07LRX	G	R	X	179	0.91	0.94	0.94	0.9
21/04/2010	G07RRN	G	R	N	179	0.88	0.92	0.88	0.92
21/04/2010	G08LXX	G	X	X	188	0.96	0.91	0.86	0.85
21/04/2010	G08RXN	G	X	N	188	0.89	0.89	0.86	0.85
21/04/2010	G09LAX	G	A	X	179	0.94	0.93	0.87	0.9
21/04/2010	G09RAN	G	A	N	179	0.91	0.94	0.86	0.88
21/04/2010	G10LAX	G	A	X	179	0.92	0.95	0.88	0.88
21/04/2010	G10RAN	G	A	N	179	0.9	0.97	0.89	0.91
21/04/2010	G11LRN	G	R	N	178	0.84	0.86	0.92	0.85
21/04/2010	G11RRX	G	R	X	178	0.88	0.88	0.9	0.88
21/04/2010	G12LXN	G	X	N	178	0.86	0.89	0.86	0.87
21/04/2010	G12RXX	G	X	X	178	0.87	0.88	0.87	0.9
21/04/2010	G13LAX	G	A	X	178	0.87	0.96	0.92	0.93
21/04/2010	G13RAN	G	A	N	178	0.95	0.95	0.95	0.93
21/04/2010	G14LRN	G	R	N	179	0.85	0.83	0.96	0.87
21/04/2010	G14RRX	G	R	X	179	0.85	0.88	0.89	0.88
21/04/2010	G15LRN	G	R	N	178	0.86	0.83	0.88	0.86
21/04/2010	G15RRX	G	R	X	178	0.87	0.93	0.9	0.87
21/04/2010	G16LXN	G	X	N	174	0.92	0.94	0.87	0.87
21/04/2010	G16RXX	G	X	X	174	0.85	0.88	0.89	0.88
21/04/2010	G17LAN	G	A	N	179	0.86	0.83	0.88	0.86
21/04/2010	G17RAX	G	A	X	179	0.9	0.89	0.89	0.89
21/04/2010	G18LXN	G	X	N	179	0.92	0.85	0.86	0.9
21/04/2010	G18RXX	G	X	X	179	0.86	0.9	0.9	0.9
21/04/2010	G19LXX	G	X	X	179	0.9	0.87	0.88	0.87
21/04/2010	G19RXN	G	X	N	179	0.88	0.85	0.9	0.85
21/04/2010	G20LRX	G	R	X	179	0.91	0.85	0.87	0.88
21/04/2010	G20RRN	G	R	N	179	0.88	0.92	0.94	0.91
21/04/2010	G21LRX	G	R	X	179	0.91	0.88	0.94	0.93
21/04/2010	G21RRN	G	R	N	179	0.86	0.89	0.87	0.91
21/04/2010	G22LXX	G	X	X	186	0.88	0.92	0.95	0.9
21/04/2010	G22RXN	G	X	N	186	0.96	0.93	1.01	0.99
21/04/2010	G23LAX	G	A	X	181	0.94	1.01	0.97	0.95
21/04/2010	G23RAN	G	A	N	181	1	0.97	0.97	0.98
21/04/2010	G24LAN	G	A	N	174	0.92	0.94	0.87	0.89
21/04/2010	G24RAX	G	A	X	174	0.92	0.94	0.93	0.87
7/05/2010	G01LXN	G	X	N	178	0.86	0.86	0.84	0.84
7/05/2010	G01RXX	G	X	X	178	0.85	0.85	0.84	0.84
7/05/2010	G02LAX	G	A	N	179	0.87	0.85	0.86	0.86
7/05/2010	G02RAN	G	A	X	179	0.86	0.85	0.84	0.87
7/05/2010	G03LRX	G	R	X	182	0.83	0.83	0.84	0.86
7/05/2010	G03RRN	G	R	N	182	0.83	0.84	0.84	0.83
7/05/2010	G04LXX	G	X	X	182	0.86	0.85	0.84	0.84
7/05/2010	G04RXN	G	X	N	182	0.83	0.84	0.85	0.84
7/05/2010	G05LRN	G	R	N	179	0.85	0.83	0.84	0.84
7/05/2010	G05RRX	G	R	X	179	0.85	0.83	0.84	0.83
7/05/2010	G06LAN	G	A	N	179	0.84	0.85	0.84	0.84
7/05/2010	G06RAX	G	A	X	179	0.84	0.87	0.87	0.82
7/05/2010	G07LRX	G	R	X	179	0.85	0.86	0.86	0.85
7/05/2010	G07RRN	G	R	N	179	0.84	0.86	0.83	0.86
7/05/2010	G08LXX	G	X	X	188	0.87	0.86	0.86	0.84
7/05/2010	G08RXN	G	X	N	188	0.85	0.85	0.84	0.84
7/05/2010	G09LAX	G	A	X	179	0.86	0.86	0.83	0.85
7/05/2010	G09RAN	G	A	N	179	0.85	0.88	0.86	0.83
7/05/2010	G10LAX	G	A	X	179	0.85	0.87	0.85	0.84
7/05/2010	G10RAN	G	A	N	179	0.87	0.84	0.84	0.88
7/05/2010	G11LRN	G	R	N	178	0.83	0.85	0.85	0.83
7/05/2010	G11RRX	G	R	X	178	0.84	0.83	0.83	0.84
7/05/2010	G12LXN	G	X	N	178	0.83	0.84	0.83	0.84
7/05/2010	G12RXX	G	X	X	178	0.83	0.83	0.84	0.85
7/05/2010	G13LAX	G	A	X	178	0.87	0.87	0.92	0.9
7/05/2010	G13RAN	G	A	N	178	0.84	0.94	0.92	0.9
7/05/2010	G14LRN	G	R	N	179	0.83	0.82	0.82	0.83
7/05/2010	G14RRX	G	R	X	179	0.82	0.83	0.84	0.84
7/05/2010	G15LRN	G	R	N	178	0.82	0.82	0.83	0.83
7/05/2010	G15RRX	G	R	X	178	0.83	0.87	0.83	0.84
7/05/2010	G16LXN	G	X	N	174	0.85	0.86	0.83	0.83
7/05/2010	G16RXX	G	X	X	174	0.83	0.85	0.85	0.87
7/05/2010	G17LAN	G	A	N	179	0.83	0.84	0.84	0.84
7/05/2010	G17RAX	G	A	X	179	0.87	0.88	0.86	0.84
7/05/2010	G18LXN	G	X	N	179	0.83	0.84	0.83	0.85
7/05/2010	G18RXX	G	X	X	179	0.83	0.86	0.85	0.86
7/05/2010	G19LXX	G	X	X	179	0.86	0.84	0.84	0.83
7/05/2010	G19RXN	G	X	N	179	0.83	0.84	0.83	0.82
7/05/2010	G20LRX	G	R	X	179	0.86	0.83	0.83	0.83
7/05/2010	G20RRN	G	R	N	179	0.84	0.87	0.87	0.85
7/05/2010	G21LRX	G	R	X	179	0.86	0.84	0.87	0.87
7/05/2010	G21RRN	G	R	N	179	0.84	0.84	0.83	0.84
7/05/2010	G22LXX	G	X	X	186	0.84	0.87	0.89	0.85
7/05/2010	G22RXN	G	X	N	186	0.88	0.98	0.94	0.91
7/05/2010	G23LAX	G	A	X	181	0.87	0.9	0.92	0.91
7/05/2010	G23RAN	G	A	N	181	0.87	0.9	0.92	0.91
7/05/2010	G24LAN	G	A	N	174	0.85	0.9	0.87	0.87
7/05/2010	G24RAX	G	A	X	174	0.88	0.89	0.87	0.84
10/06/2010	G01LXN	G	X	N	178	0.88	0.88	0.86	0.87
10/06/2010	G01RXX	G	X	X	178	0.87	0.86	0.86	0.85
10/06/2010	G02LAX	G	A	N	179	0.88	0.86	0.88	0.85
10/06/2010	G02RAN	G	A	X	179	0.87	0.87	0.87	0.89
10/06/2010	G03LRX	G	R	X	182	0.85	0.83	0.85	0.87
10/06/2010	G03RRN	G	R	N	182	0.85	0.87	0.86	0.83
10/06/2010	G04LXX	G	X	X	182	0.87	0.87	0.86	0.85
10/06/2010	G04RXN	G	X	N	182	0.83	0.84	0.84	0.84
10/06/2010	G05LRN	G	R	N	179	0.87	0.85	0.86	0.86
10/06/2010	G05RRX	G	R	X	179	0.87	0.82	0.87	0.85
10/06/2010	G06LAN	G	A	N	179	0.85	0.84	0.85	0.84
10/06/2010	G06RAX	G	A	X	179	0.84	0.85	0.88	0.83
10/06/2010	G07LRX	G	R	X	179	0.88	0.88	0.88	0.86
10/06/2010	G07RRN	G	R	N	179	0.87	0.88	0.86	0.87
10/06/2010	G08LXX	G	X	X	188	0.88	0.86	0.82	0.82
10/06/2010	G08RXN	G	X	N	188	0.86	0.87	0.84	0.85
10/06/2010	G09LAX	G	A	X	179	0.87	0.86	0.85	0.85
10/06/2010	G09RAN	G	A	N	179	0.86	0.85	0.84	0.85
10/06/2010	G10LAX	G	A	X	179	0.86	0.87	0.84	0.85
10/06/2010	G10RAN	G	A	N	179	0.87	0.84	0.86	0.87
10/06/2010	G11LRN	G	R	N	178	0.83	0.85	0.87	0.85
10/06/2010	G11RRX	G	R	X	178	0.86	0.85	0.87	0.85
10/06/2010	G12LXN	G	X	N	178	0.85	0.87	0.85	0.86
10/06/2010	G12RXX	G	X	X	178	0.85	0.84	0.86	0.87
10/06/2010	G13LAX	G	A	X	178	0.85	0.84	0.83	
10/06/2010	G13RAN	G	A	N	178	0.82	0.85	0.87	0.84
10/06/2010	G14LRN	G	R	N	179	0.81	0.81	0.81	0.82
10/06/2010	G14RRX	G	R	X	179	0.81	0.81	0.81	0.83
10/06/2010	G15LRN	G	R	N	178	0.82	0.85	0.83	0.82
10/06/2010	G15RRX	G	R	X	178	0.82	0.85	0.83	0.82
10/06/2010	G16LXN	G	X	N	174	0.84	0.83	0.81	0.81
10/06/2010	G16RXX	G	X	X	174	0.82	0.83	0.83	0.84
10/06/2010	G17LAN	G	A	N	179	0.83	0.82	0.82	0.84
10/06/2010	G17RAX	G	A	X	179	0.82	0.81	0.82	0.82
10/06/2010	G18LXN	G	X	N	179	0.82	0.82	0.82	0.83
10/06/2010	G18RXX	G	X	X	179	0.82	0.84	0.83	0.84
